Text,Result,Probability
꼼꼼히 잘 봐주셔서 감사합니다,부정,0.0015166228404268622
치료도 꼼꼼하시고 친절하십니다 ,부정,0.0015837077517062426
꼼꼼하게 치료를 잘해주시고 병원도 깨끗하고 간호사분들도 친절하십니다,부정,0.0014458439545705914
치료를 꼼꼼하게 잘해주십니다 간호사분들도 친절하시고 병원도  깨끗합니다 ,부정,0.0016769537469372153
친절해요~~~~~~,부정,0.0010768030770123005
과잉진료없어요. 작아서 붐비는 시간에는 일찍 가야해요,부정,0.0015085801715031266
친절해요~~~~~~~,부정,0.001130115007981658
의사쌤 친절하시고 설명도 잘하셔요 강추네요^^,부정,0.0011750271078199148
겉에 보이는 간판은 엄청 오래 된 병원인데 병원은 엄청 깔끔했어요 ㅎ 아말감이 깨져서 갔는데도 확인해보시고 당장 급한거 아니라고 하시면서 몇번이고 확인해주셨습니다 깨져서 간거라 무조건 레진이든 인레이든 권유 받을 줄 알았는데 그런 권유 전혀없으셨습니다 엑스레이 찍고 스케일링만 받고 왔습니다 ㅎ,부정,0.0014353456208482385
최고의 치과 👍 ,부정,0.0010129816364496946
선생님들도 좋으시고 기계도 최신이라 올때마다 애기도 편하게 진료 받고 있어요 ㅎㅎ 원장님 교정 실력도 최고입니다! 진짜 골든 타임 꼭 맞춰오세요 추천추천,부정,0.001640327274799347
늘 친절하고 꼼꼼한 관리 감사드립니다~~ 아들이 교정중인데 변화되는 모습에 계속 감탄중입니다~~,부정,0.0011424307012930512
교정치과 없어지고 다른곳 여러군데 다녔지만 여기가 최고입니다👍다들 완전 친절하시고 꼼꼼하게 해주셔서 감사해요😄이제 여기에 정착합니다!!!,부정,0.001384725677780807
친절하고 상담 잘해주세요,부정,0.0013157394714653492
친절하고 상냥하게 잘 치료 해주시네요 ,부정,0.0014088477473706007
너무 찬절하시고 좋아요😄ㅋㅋㅋ,부정,0.0008962833089753985
기기도 완전 최신식에 내부도 깔끔해요. 원장님이랑 선생님들 전부 친절하고 꼼꼼하게 잘 봐주세요! 재 교정하러 왔는데 효과도 빨리 보이고 너무 좋아요 계속 치과 여기 다니려구요~! 추천합니다!,부정,0.001987831899896264
너무 친절하시고 꼼꼼히 진료 잘봐주세요 뿌리가 많니 짧아서 유지장치 제거할때 치아 빠질까봐 걱정많이 했는데 치아를 손으로 잡아주시면서 제거 해주셨어오 감사합니다 ㅠㅠ,부정,0.0016580010997131467
제가 바뻐서 예약을 급하게 바꾸는 일이 많은데 친절히 잘 응대해주세요!!  감사합니다!!,부정,0.001229935442097485
9세 여아에요. 상악확장하기 위해 페이스마스크하고  치아배열하기로 했어요 대학병원에서 진단 받은 결과와 동일한 결과가 나오고 치료계획도 같은데 큰돈 들어가는 교정..  대학병원 은 너무 비싸고 다니기 불편하고 가까운 글로리에서 합리적으로 진행합니다. 그래도 방문상담때 원장님과 선생님들께 신뢰가 가지 않았다면 진행하지 못했겠죠 아이를 배려해주시고  친절하게 해주셔서 감사해요내용 더보기,부정,0.0015548692317679524
초등학생 아이 유치 빼려고 갔는데 진짜 친절하게 잘해주셔서 감동 ㅠ 마취도 안 아프게 해주셔서 애가 신기해할 정도였어요^^  과잉 진료 걱정할 거 없이 잘 해주셔서 매번 여기만 갑니다,부정,0.0016335723921656609
가성비 좋아요. 친절해요,부정,0.0012855585664510727
친절하세요,부정,0.001168260583654046
친절해요 자주 이용하는 치과입니다,부정,0.0016150418668985367
과잉진료 없이 친절하게 봐주시고 꼼꼼하게 진료해주셔서 매번 가고 있어요^^ 모두 친절하셔서 넘 좋아요^^,부정,0.001266123610548675
좋아요 양심적인 치과입니다 ,부정,0.0015122549375519156
굿,부정,0.0011417934438213706
의사선생님과 간호사분 친절하세요 ,부정,0.0013768428470939398
의사쌤이랑 간호사분 친절하세요,부정,0.0012967714574187994
아주 오래된 병원 여전희 친절합니다,부정,0.001404479262419045
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
치료가잘돼요,부정,0.0011746729724109173
친절하고치료도좋아요,부정,0.0012618268374353647
구안와사 정말 힘들다 ㅠ,부정,0.0006483669858425856
이젠 침 맞는것도 무섭다 그만 맞고 싶다,부정,0.0011496745282784104
친절해요~,부정,0.0012012020451948047
친절합니다 ,부정,0.0013185645220801234
좋아요~~~~~~~~,부정,0.0011091718915849924
친절하게 상담해 주세요,부정,0.0014179237186908722
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
치과 선택이 중요합니다,부정,0.0014942171983420849
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
좋아요,부정,0.0009187106625176966
친절하세요 설명잘해주셨어요,부정,0.0013138221111148596
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
마취 겁내지마세요,부정,0.0010881106136366725
내 주치의병원  자상해요,부정,0.0014904103009030223
ㅇ,부정,0.0010569271398708224
2달에 한번  혈압약타러가는데  제 주치의 잘 관리해주세요  ,부정,0.001530781970359385
선생님  친절하시고   좋아요,부정,0.0014081557746976614
친잘해요,부정,0.0012306664139032364
동네의원이라  제개인 주치의처럼  세심하게 신경써주셔서 아주 좋습니다.,부정,0.0015295384218916297
.,부정,0.0013281560968607664
.,부정,0.0013281560968607664
.,부정,0.0013281560968607664
상담을 잘해주세요.,부정,0.0012434893287718296
진료잘봐주심 굿,부정,0.0011250014649704099
오래된곳이지만 괜찮아요,부정,0.0014374105958268046
친절하셔서 감사합니다 ,부정,0.0016353705432265997
오래되고 옛날 병원 느낌 ~~~~ 원장님 잘봐주시나 말씀이 작으셔서 잘못알아들어요ㅎㅎ  치료와 진료는 잘해주시는듯,부정,0.002030017552897334
굿,부정,0.0011417934438213706
별루임 ...  잘 못보시는듯 사람이 없는덴 이유가 있네요 비싸기는 왜이리 비싼지....기찮아서 리뷰 이런거 안쓰는데 너무 짜증나서 씀 진짜 별로 ,부정,0.0011658017756417394
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
선생님 너무 친절하십니다 항상 감사합니다^^,부정,0.0010411529801785946
굿입니다 ,부정,0.0010611885227262974
원장님 실장님께서 친절합니다 ,부정,0.0013753672828897834
친절 굿 치료굿,부정,0.001118359505198896
ㅇㅇ,부정,0.0010887456592172384
친절하고 꼼꼼하게 잘봐줘요,부정,0.0013652940979227424
친절하고 침도 잘놓아요,부정,0.0012773126363754272
좋아요,부정,0.0009187106625176966
음식도늦게나오고 맛도 그저그렇고,부정,0.0016931500285863876
좋아요,부정,0.0009187106625176966
네네,부정,0.000997553812339902
김상준,부정,0.0015178556786850095
잘 이용중입니다 ,부정,0.001172858290374279
안녕하세요 ,부정,0.0009015729883685708
약물처방 위주이기 때문에 상담을 원하시면 다른 곳을 가야,부정,0.0010105844121426344
카운터에서 응대해주시는 간호사분 바뀌셨나봐요 친절하세요,부정,0.0016994260950013995
친절해요,부정,0.0011850314913317561
"이번에 새로오신 분인가, 메인 자리에서 응대하시는 간호사님이 오니 병원 가는 스트레스가 사라졌어요!",부정,0.0011602191952988505
이하동문,부정,0.001046969322487712
20년 전부터 공황장애 약 먹고 있는데 다 나았지만 예기불안 때문에 약은 못끊었어요.선생님과 상담하면 마음이 편해져요!내용 더보기,부정,0.001906942343339324
굿,부정,0.0011417934438213706
자세히 치료,부정,0.0012670017313212156
치료를 섬세히,부정,0.0010423414641991258
친절함. 자세해요 ,부정,0.001072089420631528
친절합니다 ,부정,0.0013185645220801234
자세히게 잘봐주시네요   선생님이 치아를 아껴주시네요,부정,0.0012371771736070514
친절해요 ,부정,0.0011850314913317561
친절합니다 ,부정,0.0013185645220801234
좋아요,부정,0.0009187106625176966
항상 너무 정직하게 진료해주셔서 좋아요. 양심치과 찾으러 멀리까지 안가도 되고.. 얼마나올까 걱정하면서 갔는데 충치 없다는 말 듣고 행복하게 나왔습니당,부정,0.0012903116876259446
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
친절하고치료좋아요,부정,0.0012155346339568496
친절하게 진료 잘 봐주십니다.,부정,0.0014231260865926743
친절해요,부정,0.0011850314913317561
샘 친절하세요 ,부정,0.0011299322359263897
너무 친절해요~~,부정,0.0009556221193633974
좋아요 😀 ,부정,0.0009677466005086899
좋아요,부정,0.0009187106625176966
^^,부정,0.0009563103667460382
중후한 원장님의 친절한 진료는 기분좋게 합니다 간호사님들도 친절하구요,부정,0.0017748548416420817
원장님 간호사님들 진료 잘봐주시고 친절하십니다,부정,0.0015729296719655395
ㄱ,부정,0.0011928273597732186
ㅇㅇ,부정,0.0010887456592172384
원장님의 친절함과 간호사들의 친절함 멋있으신 원장님의 진료는 맘에 든다 오진이 없으니~~~♡♡♡,부정,0.0014168282505124807
친절 자세히,부정,0.0009955267887562513
좋아요 ,부정,0.0009187106625176966
좋아요,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
집근처 있어서 왔었는데 간호사분들도 친절하시고 원장님들도 잘 봐주세요!!! 최고예요!!,부정,0.0011777462204918265
침 맞고 통증 .부기가 줄어들고 걸어다니기가 가벼워졌습니다,부정,0.0009753690683282912
약침까지 맞았더니  더 좋아지는듯하네요 참고로 감비환 1주복용하고 붓기빠지고 변비현상이 많이 없어져서 좋았습니다,부정,0.0019400159362703562
오늘도 팔쪽엘보가 아파서 봉침 맞고  물리치료잘받고 갑니다 의료진 친절하시고 좋아요 ,부정,0.0014508457388728857
자주 애용하는 곳입니다. 원장님 친절하시고 침 효과도 아주 좋아요,부정,0.001249547814950347
넘어져서 무릎과 팔꿈치 타박상을 입고 통증이 심해서 내원 찜질하고 물리치료 약침까지 맞았네요~한결편해져서 내일도 예약했어요,부정,0.0019027931848540902
손목이아파서처음와서치료하고이번에는 엘보 가아파서왔다가 봉침이있다고해서 맞았는데효과가좋은것같아요,부정,0.0015005589229986072
원장님진료꼼꼼히봐주시고 친절하세요,부정,0.001730991993099451
담걸렸던곳이 침맞고나니 확실히좋아지고있어요^^ 원장님 간호사님들두 너무친절해요~,부정,0.0011388020357117057
원장님진료꼼꼼히 침잘놔주시고 직원분들도친절해요~,부정,0.0015186385717242956
굿,부정,0.0011417934438213706
굿 ,부정,0.0011417934438213706
좋아요,부정,0.0009187106625176966
ㅇㅇ,부정,0.0010887456592172384
ㅇㅇ,부정,0.0010887456592172384
좋아여,부정,0.0009581888443790376
굿,부정,0.0011417934438213706
친근한 분위기의 병원내부와 푸근한 선생님들 덕에 최고의진료보고왔어요 항생제 무분별하게 처방해주는 다른곳과 확실히 차별화된 이유는 선생님의 실력덕인거 같아요 세명 진료받 았는데 무리없이 호전되었습니다 감사해요내용 더보기,부정,0.0019745107274502516
서울경기에 이런 곳이 있다는게 그저감사할따름입니다 과잉진료 과잉처방없고  경력과 실력 편안한포스가 넘치는 원장님은 정말용하시네요 감기증상 있다하면 무조건 항생제부터 주 는 여타병원들에 신물이 났는데 딱 맞는 적정한 진료해주셔서 좋았습니다내용 더보기,부정,0.0016812421381473541
친절해요,부정,0.0011850314913317561
 ,부정,0.0009877645643427968
친절하고 자세히 설명해줍니다,부정,0.0013074068119749427
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요,부정,0.0009187106625176966
진료잘봐주세요,부정,0.0012587374076247215
진료잘봐주세요,부정,0.0012587374076247215
진료잘봐줘요,부정,0.0013129225699231029
친절해요,부정,0.0011850314913317561
😊,부정,0.0011939009418711066
굿,부정,0.0011417934438213706
상담잘해주세요.😊,부정,0.0012522605247795582
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
과잉치료 없고 위생사분들도  친절하세요!,부정,0.0014273904962465167
친절해요,부정,0.0011850314913317561
치실 하다가 금니 빠져서 갔는데 다행히 맞아서 잘 맞추고 스켈링하고 왔어요,부정,0.0014770356938242912
진료도 잘 하시고 가격도 괜찮아요,부정,0.0013688368489965796
관리 잘해주시고 진료도 꼼꼼해요,부정,0.0013236964587122202
친절하고 좋아요,부정,0.0012912099482491612
...,부정,0.001014198176562786
치과,부정,0.0011259419843554497
.,부정,0.0013281560968607664
굳,부정,0.0008962902938947082
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
꼼꼼해요,부정,0.0012259416980668902
치과가기가두려운모든사람들에게강추합니다. 표현할수없는안정감무한한신뢰감 전원장님을추천합니다~~,부정,0.0013794138794764876
오랜만에 스케일링 ,부정,0.0010664304718375206
오랜만에 스케일링 다녀왔어요. ,부정,0.000873896642588079
"소아과 첫 옮겨봤는데, 대기가 길어서 그렇지 선생님은 친절하시고 잘봐주시는 것 같아요",부정,0.0009856953984126449
예약은 안되고 주차가능합니다~,부정,0.0008976117824204266
손녀딸 예방접종하려갔는데 친절한 선생님이여습니다,부정,0.0014773707371205091
좋아요,부정,0.0009187106625176966
친절하세요,부정,0.001168260583654046
좋아요~,부정,0.0010303054004907608
의사샘 이성적으로 판단빠르시고 신뢰가 갑니다,부정,0.0015877007972449064
진료를 꼼꼼히 해주세요,부정,0.0012929863296449184
굳,부정,0.0008962902938947082
의사선생님이 진료를 잘해주세요,부정,0.0015113458503037691
굿,부정,0.0011417934438213706
내과진로잘,부정,0.001191658666357398
친절해요 ,부정,0.0011850314913317561
굿,부정,0.0011417934438213706
친절합니다,부정,0.0013185645220801234
친절합니다,부정,0.0013185645220801234
친절합니다,부정,0.0013185645220801234
굿,부정,0.0011417934438213706
좋아요 😀 ,부정,0.0009677466005086899
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
보습크림 약 처방 받으러 다녕ㅎ,부정,0.0015406196471303701
약 받으러 다녀요,부정,0.0012783051934093237
얼굴 사마귀 비슷한게 나서 제거 그런데 보험처리가 되는건데 처음엔 금액을 다르게 얘기~~믿을수 없네 ㅠ,부정,0.0011012604227289557
좋아요 ,부정,0.0009187106625176966
약 받으러가요,부정,0.0011966206366196275
친절해요,부정,0.0011850314913317561
친절해요 ,부정,0.0011850314913317561
자세하게 상담해주셔서 좋아요,부정,0.0015485620824620128
"의사, 간호사 모두 친절해요",부정,0.0013069232227280736
꼼꼼히 치료해주세요,부정,0.0012790000764653087
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
친절 정직 ,부정,0.0011898247757926583
좋아요,부정,0.0009187106625176966
꼼꼼하게 잘봐주시는거 같아요,부정,0.0013953489251434803
굳굳,부정,0.0008957506506703794
늘 친절하시고 과잉진료없이 직접 치료잘해주셔서 믿고 방문하는 곳이에요 선생님 항상 감사드려요!! ,부정,0.0013975204201415181
의사(원장)쌤이 직접 스케일링을 해줘요,부정,0.0013583119725808501
좋아요,부정,0.0009187106625176966
좋아요~!!,부정,0.0011902106925845146
 ,부정,0.0009877645643427968
 ,부정,0.0009877645643427968
 ,부정,0.0009877645643427968
좋아요~,부정,0.0010303054004907608
 ,부정,0.0009877645643427968
친절해요,부정,0.0011850314913317561
굿,부정,0.0011417934438213706
좋아요!!,부정,0.0010036336025223136
선생님 좋으세요,부정,0.0009470394579693675
피부치료가 잘되요,부정,0.0013755831168964505
의사선생님께서 친절하게 설명해주세요 ^^,부정,0.0010373946279287338
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
"남자의사선생님 정말 친절하세요.  일전에 중화역 근처 다른 피부과갔다가  더 큰 염증 생기고….나름 열심히 서치하여 찾아갔는데 너무 친절하셔서….집에서 거리가 있음에도 찾아갑니 다.  친절하게 잘 봐주십니다. 시술뿐만 아니라 치료두 아주 친절하게 잘 해주세요.  참, 여긴 간호사분들도 넘 친절하셔요^^내용 더보기",부정,0.0015106585342437029
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
약처방,부정,0.0012656130129471421
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
임플란트 하러 방문했습니다. 전에 다른 치료로도 왔었는데 여기만큼 좋은 치과가 없네요 원장샘이 친절하시고 꼼꼼하세요. 사랑니 발치도 전문으로 하는 곳이라 다음에 방문할 땐 딸아이와 같이 방문하려고요:-),부정,0.0016891533741727471
.,부정,0.0013281560968607664
친절해요 ,부정,0.0011850314913317561
충치치료,부정,0.0011677859583869576
친절해요,부정,0.0011850314913317561
친절하세요 ,부정,0.001168260583654046
 ,부정,0.0009877645643427968
좋아요,부정,0.0009187106625176966
좋아요,부정,0.0009187106625176966
좋아요,부정,0.0009187106625176966
good,부정,0.0008682490442879498
good,부정,0.0008682490442879498
good,부정,0.0008682490442879498
치과,부정,0.0011259419843554497
좋아요~~~~~~~~~~~~~~,부정,0.001125592039898038
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
친절하구 과잉진료가 정말 없네요 후기보고갔는데 좋았어요내용 더보기,부정,0.0011354011949151754
좋아요 좋아요 좋아요 ,부정,0.0011791189899668097
좋아요,부정,0.0009187106625176966
좋아요,부정,0.0009187106625176966
친절하세요,부정,0.001168260583654046
친절한 설명 감사합니다,부정,0.0011931161861866713
친절하세요 좋네요 ㅎㅎ,부정,0.0011497834930196404
친절하세요 ㅎㅎㅎ,부정,0.0009643399389460683
원장님이 잘 설명해주셨어요 ><,부정,0.0007561516249552369
친절하세요,부정,0.001168260583654046
친절하게 상담해줘요,부정,0.0014048180310055614
친절해요,부정,0.0011850314913317561
역시 러너들의 성지입니다. 제가 모자란 부분 등 많이 알 수 있었어요. 주변 지인분들에게 적극 추천 중입니다.,부정,0.0014921760885044932
굿,부정,0.0011417934438213706
병원  업그레이드  됐고 손 님이  많아요,부정,0.0010303996969014406
"러너Runner라면, 본인의 주법을 체크하는 차원에서 반드시 가보길 추천합니다ㅎㅎ 일반 정형외과 수준이 아님.",부정,0.0015075522242113948
굿!,부정,0.001532008871436119
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
그동안의 궁금점과 불안이 모두 해소됨. 달리기를 하는 모든 이들에게 추천,부정,0.0010037603788077831
굿,부정,0.0011417934438213706
매주 진료 날만 기다립니다. 점점 마음을 더 털어 놓을 수 있는 편한 곳(저에겐 특히) 뇌파 검사 결과가 좋지는 안하서 꾸준한 진료가  필요할 듯 하네요~ 간호사쌤들도 항상 친절하셔서 좋아요!!♡,부정,0.0015474635874852538
갈 때마다 상담 시간이 길어지네요^^;; 그만큼 편한곳이라.. 항상 감사드려요!!🥰,부정,0.0012930361554026604
지난주엔 심리적으로 안좋은 일이 생겨 다른날보다 조금 오래  상담 했는데 조금은 가벼운 마음으로 돌아왔어요. 스트레스 지수도 심하진 않은데 계속 치료 받아야 한다셨어요~ 항상 친절하셔서 기분 좋아지는 곳이예요😊,부정,0.0012449643108993769
항상 친절하시고 맘 편해지는 곳이예요~😊 상담 간 김에 스트레스 지수 검사했어요!! 간단해요~ 결과는 일주일 후에 나온답니다.,부정,0.0013452306156978011
매주 목요일  상담 받으러 가고 있어요~ 신중히 검색해 보고 간 곳인데 매주 기다려집니다. 항상 친절하시고 간호사 쌤들과도 친해져서 맘 편합니다. 덕분에  조금씩 나아지고 있는거 같아요!!^^  ,부정,0.0012670200085267425
매주 병원 가는 날만 기다리게 됩니다.  점점  좋아지고 있는데  공황이 와서 상담 하고 있어요~ 의사쌤도 간호사 쌤듵노 너무 친절하십니다^^,부정,0.0014359666965901852
추석 연휴 한 주 못가서 아쉬울 정도로 병원 가는 날을 기다립니다. 위안이 되고 마음 편해지는곳!! 친절함은 기본~ 진료 후 정말  많은 도움이 되고 있어요.💜,부정,0.0012917779386043549
89090,부정,0.001046372577548027
ㅜ 아 이거 맞아 ,부정,0.0008184430771507323
항상 친절히 상담해 주셔서 마음이 한결 편해지는 곳이예요. 의사쌤도 간호사 쌤들도 너무 좋아요~ 우울함은 많이 좋아졌고 사람 많은 곳에서의 불안을 극복 중이예요. 병원  가는날이 기대 되는 포근한 병원입니다!!^^,부정,0.0015444575110450387
좋아요,부정,0.0009187106625176966
주차장 좁다. 동네 속에 있다. 열정은 있다,부정,0.0010845143115147948
굿,부정,0.0011417934438213706
좋아요,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요,부정,0.0009187106625176966
굳,부정,0.0008962902938947082
조아요 ,부정,0.0010603502159938216
 ,부정,0.0009877645643427968
 ,부정,0.0009877645643427968
 ,부정,0.0009877645643427968
"편도염이 심하게 와서 집근처 병원 찾다가 녹색병원에 이비인후과가 새로 생겼다고 해서 진료보고 왔습니다. 2층에도 원무과가 있어서 접수,수납하기도 수월했고 의사선생님도 친절하시고 자세히 봐주셔서 좋았습니다.",부정,0.0019756897818297148
진료 받기 좋아요,부정,0.0013094693422317505
의사들이 너무 진료를 성의없이 보는 느낌이에요. 환자가 어디가 불편한지 조차도 안물어보는 의사는 처음봐서 좀 당황스럽기도 했구요. 뭔가 엄청 무기력하고 “아 진료보기 싫다”라는  생각이 머릿속에 있는게 느껴져서 다시는 안갈 것 같아요. 저는 거의 1년 동안 통증을 참다가 방문했는데 여기는 처음 오는거니 2~3개월 후에 다시 보자고 하더군요.  녹색병원 들리는 거 시간 아깝고 돈 아까우니까 차라리 한번에 다른 병원 가세요!내용 더보기,부정,0.0012130016693845391
.,부정,0.0013281560968607664
굿,부정,0.0011417934438213706
정형외과 뼈주사? 맞았는데 효과가 없어요 ㅜㅜ 녹색병원서 비급여인데,부정,0.0012658745981752872
조아요 ,부정,0.0010603502159938216
 ,부정,0.0009877645643427968
.,부정,0.0013281560968607664
응급실 이용했는데 다들 친절하시고 진료 잘 봐주셨어요👍🏻,부정,0.0008904935093596578
좋아요,부정,0.0009187106625176966
 ,부정,0.0009877645643427968
친절합니다,부정,0.0013185645220801234
좋아요 ,부정,0.0009187106625176966
녹색병원치과,부정,0.0009451243677176535
좋아요 ,부정,0.0009187106625176966
항상 친절해요,부정,0.0014024470001459122
동네 치과에서 만원에 치료할 것도  여기선 최소한 5만원은 내고 간다.ㅠㅠ ,부정,0.0018727862043306231
좋아요,부정,0.0009187106625176966
비용도 저렴하고 꼼꼼하게 잘 봐 주시네요.,부정,0.0011482149129733443
아들 피로골절로 찾아간 병원 집과는 먼곳이었지만 운동선수전문병원으로 소개받고 갔죠 운동하는 아들이라 원장님이나 간호사분들이 관심있게  잘봐주시고 재활할수있는 센타가 같은병원건물에 있어 재활도 함께할수있어 좋습니다,부정,0.0018306398997083306
친절해요 ,부정,0.0011850314913317561
"원장님 진짜 친절하세요, 실력도 좋으신듯",부정,0.001306665944866836
팔다리가 너무 저려서 진료 받았는데.. 허리디스크 초기라네요. 여기 아니였으면 몰랐을뻔 ㅠㅠ 단순하게 저리다고만 생각했는데... 앞으로 치료 잘받고 건강해 질께요!,부정,0.0013345275074243546
"일단 주차가 편해서 좋음, 데스크 직원부터 간호사 의사선생님도 진짜 왕친절, 도수치료 꾸준히 받으러 다닐예정",부정,0.001710912911221385
환갑이 다된 시점에 어깨가 점점 아파지더라고요.. 딸내미가 여기 가보라고 해서 왔습니다. 치료 잘해주셔서 고맙습니다.,부정,0.0013079139171168208
어머니 무릎이 많이 안좋으셔서 여기저기 검진을 받아봤었는데요. 연세도 있으신데 수술만 하라고 해서 걱정이 많았었거든요. 그러던 와중에 지인이 여기 소개시켜줘서 거리가 멀었지만 방문했습니다. 다행히 비수술로도 치료를 할수있다고 하셔서 여기서 치료 받으셨어요. 지금은 진짜 많이 좋아지셨습니다. 감사합니다!!,부정,0.0021097587887197733
"병원자체가 쾌적함, 직원분들도 완전 친절끝판왕, 부모님 모시고 다시방문예정",부정,0.0014818155905231833
추간판 탈출증으로 방문했었는데 수술을 귄해주셨어요. 아 그리고 mri 비급여 요,부정,0.001116918632760644
"의사선생님 실력이 진짜 좋으신듯, 수술후 통증도 많이 사라지고 좋아진듯.",부정,0.0017920308746397495
 ,부정,0.0009877645643427968
 ,부정,0.0009877645643427968
내시경은 무조건 여기서 하세요 목아픔이 전혀 없어요,부정,0.0013358882861211896
굿,부정,0.0011417934438213706
친절해요,부정,0.0011850314913317561
"오늘 건강겅진 위내시경이랑 복부초음파 받았는데, 의사선생님이랑 간호사분들 모두 친절하고 민첩하십니다~ 2년 뒤에 건강검진 받으러 또 와야겠어요.",부정,0.0014060974353924394
친절합니다~,부정,0.0012370982440188527
친절하세요,부정,0.001168260583654046
의사 선생님과 간호사 선생님 모두 친절하십니다.,부정,0.0012972037075087428
친절하세요,부정,0.001168260583654046
의사선생님이 친절하세요,부정,0.0014997452963143587
친절합니다.,부정,0.0015317847719416022
젛아요,부정,0.001123485853895545
..,부정,0.000890346709638834
진로를 잘 보셔요,부정,0.0013245083391666412
상세히 설명해주시고 친절하셔요,부정,0.0013059726916253567
의사선생님이 자상하십니다. ,부정,0.001183393644168973
굿,부정,0.0011417934438213706
물리치료사 선생님이 꼼꼼하게 잘해주셨어요.,부정,0.0010027930838987231
치료 제대로 됐냐니까 안아프면 된거고 아프면 다시오라면서 반말로 건성건성 진료함 결제하는 직원도 기분나쁘게 반말 찍찍해대고. 서비스 완전 개판이네요내용 더보기,부정,0.001470143091864884
친절해요,부정,0.0011850314913317561
잠을 잘 못자서 처음으로 침을 맞 아보았네요 완전 완전 개운하고 침이 이렇게 좋은줄 몰랐네요^^ 직원분 너무너무 친절하시고 상냥 하시고 원장님께서도 진로 잘봐주셔서 감사합니다^^,부정,0.0013850032119080424
친절하세요,부정,0.001168260583654046
예약 안 하고 갔는데도 바로 진료 받을 수 있어서 좋았어요. 친절함의 기준은 사람마다 다르니까 평가가 어떨지는 모르겠지만 제가 느끼기엔 친절했어요~ 재방문 의사 있습니다. 옆에 아주머니도 너무 오늘 최고로 좋았다고 엄청 칭찬하셔서 웃음 나더라구요. 리셉쌤 스몰톡도 잘하시고 엄청 친절합니다.,부정,0.0017831102013587952
친절하세요,부정,0.001168260583654046
굿,부정,0.0011417934438213706
근처 많은 한의원중에 제일 잘 맞아요,부정,0.0013905763626098633
굿,부정,0.0011417934438213706
좋아요 ,부정,0.0009187106625176966
1,부정,0.0011231985408812761
여자 원장님 친절하시고 거기 계신 간호사분들도 넘 친절하셔요  체한거같아서 갔는데 거의 다 나았어요~^^,부정,0.0011106465244665742
원장님도 친절하시고 병원도 깔끔하고 들어가자마자 차분한 분위기에 치료 받을때고 시술부위가 불편하지 않게 세심하게 배려하신게 느껴졌어요 첫방문이었는데 너무 잘 치료 받고 갑니다🫶,부정,0.0016318492125719786
"허리치료 때문에 방문했는데 원장님,직원분들 친절하셨습니다. 한의원이 지하철역 과 버스정류정에서 가까워서  길찾기도 편했습니다. 불편한 곳 신경  써주셔서 많이 좋아졌습니다. 감사합니다.",부정,0.0017397722695022821
다들 친절하셔서 편한 마음으로 진료받을수 있었어요~^^,부정,0.001129566808231175
지나가다가 자주 보았던 다꽃한의원 방문했습니다. 급체해서 어지럽고 정신이 너무 없었어요 🥹 최근에 개원한걸로 알고있는데 진짜 깨끗하고 시설이 좋아요. 원장님 친절하시고 진료 잘봐주시네요. 체한거 바로 내려갔어요. 동네에 자주 다닐만한 한의원 생겨서 좋아요!,부정,0.0016131049487739801
원장님이 침을 참 잘 놓으시는거 같아요 목이랑 어깨가 아팠는데 침맞고 나니까 안아프고 개운하네요,부정,0.0014929260360077024
다이어트를 위해 전침 맞고 왔어요...한약도 몸에 부담 없이 아주 좋구요..^^ 침도 하나도 안아프게 놔주십니다..의사선생님 완전 친철하게 잘 설명해주시고 간호사쌤들도 너무 잘해주세요~,부정,0.00139318045694381
새로 오픈한 한의원 여자원장님도 자상하시고  간호사님돌도 친절하셔서 넘 좋아요,부정,0.0016117490595206618
여기 완전친절그자체입니다!!!,부정,0.0011162357404828072
친절하고 정성것치료 잘해주셔요 ,부정,0.0013472094433382154
괜찮아요,부정,0.001022330834530294
친절합니다,부정,0.0013185645220801234
친절하시고 좋아요,부정,0.0014141910942271352
