Text,Positive Probability,Negative Probability
의사쌤이랑 간호사분 친절하세요,0.5330722332000732,0.46692779660224915
아주 오래된 병원 여전희 친절합니다,0.5295934677124023,0.47040653228759766
친절해요,0.5284538865089417,0.47154611349105835
친절해요,0.5284538865089417,0.47154611349105835
치료가잘돼요,0.5612562298774719,0.4387437701225281
친절하고치료도좋아요,0.5612562298774719,0.4387437701225281
구안와사 정말 힘들다  ,0.5345021486282349,0.4654979109764099
이젠 침 맞는것도 무섭다 그만 맞고 싶다,0.5438483953475952,0.4561516344547272
친절해요 ,0.5284538865089417,0.47154611349105835
친절합니다 ,0.5047925114631653,0.49520745873451233
좋아요        ,0.5612562298774719,0.4387437701225281
친절하게 상담해 주세요,0.5239177942276001,0.4760821461677551
친절해요,0.5284538865089417,0.47154611349105835
치과 선택이 중요합니다,0.5282543301582336,0.47174569964408875
좋아요,0.5612562298774719,0.4387437701225281
친절하세요 설명잘해주셨어요,0.553404688835144,0.44659537076950073
마취 겁내지마세요,0.5492407083511353,0.45075929164886475
내 주치의병원  자상해요,0.5413826107978821,0.45861732959747314
 ,0.45653215050697327,0.5434678196907043
 달에 한번  혈압약타러가는데  제 주치의 잘 관리해주세요  ,0.5360048413276672,0.463995099067688
선생님  친절하시고   좋아요,0.5442726612091064,0.45572733879089355
친잘해요,0.534993052482605,0.46500688791275024
동네의원이라  제개인 주치의처럼  세심하게 신경써주셔서 아주 좋습니다 ,0.5387469530105591,0.46125301718711853
 ,0.45653215050697327,0.5434678196907043
상담을 잘해주세요 ,0.5356982350349426,0.46430179476737976
진료잘봐주심 굿,0.5512345433235168,0.44876548647880554
오래된곳이지만 괜찮아요,0.5506532788276672,0.44934672117233276
친절하셔서 감사합니다 ,0.5180365443229675,0.48196348547935486
오래되고 옛날 병원 느낌      원장님 잘봐주시나 말씀이 작으셔서 잘못알아들어요    치료와 진료는 잘해주시는듯,0.5379456281661987,0.46205440163612366
굿,0.5612562298774719,0.4387437701225281
별루임      잘 못보시는듯 사람이 없는덴 이유가 있네요 비싸기는 왜이리 비싼지    기찮아서 리뷰 이런거 안쓰는데 너무 짜증나서 씀 진짜 별로 ,0.5375252366065979,0.4624747633934021
좋아요 ,0.5612562298774719,0.4387437701225281
좋아요 ,0.5612562298774719,0.4387437701225281
선생님 너무 친절하십니다 항상 감사합니다  ,0.5191735625267029,0.4808264672756195
굿입니다 ,0.5612562298774719,0.4387437701225281
원장님 실장님께서 친절합니다 ,0.5377057194709778,0.462294340133667
친절 굿 치료굿,0.5535404086112976,0.4464595913887024
  ,0.45653215050697327,0.5434678196907043
친절하고 꼼꼼하게 잘봐줘요,0.5327185392379761,0.4672814607620239
친절하고 침도 잘놓아요,0.5488515496253967,0.4511484205722809
좋아요,0.5612562298774719,0.4387437701225281
음식도늦게나오고 맛도 그저그렇고,0.5389697551727295,0.4610302448272705
좋아요,0.5612562298774719,0.4387437701225281
네네,0.5601857304573059,0.4398142397403717
김상준,0.5456950664520264,0.45430493354797363
잘 이용중입니다 ,0.533437967300415,0.46656203269958496
안녕하세요 ,0.5216083526611328,0.4783916473388672
약물처방 위주이기 때문에 상담을 원하시면 다른 곳을 가야,0.5384576916694641,0.4615423381328583
카운터에서 응대해주시는 간호사분 바뀌셨나봐요 친절하세요,0.542334258556366,0.4576658010482788
친절해요,0.5284538865089417,0.47154611349105835
이번에 새로오신 분인가  메인 자리에서 응대하시는 간호사님이 오니 병원 가는 스트레스가 사라졌어요 ,0.5321152806282043,0.46788468956947327
이하동문,0.5386040806770325,0.46139585971832275
  년 전부터 공황장애 약 먹고 있는데 다 나았지만 예기불안 때문에 약은 못끊었어요 선생님과 상담하면 마음이 편해져요 내용 더보기,0.5309361815452576,0.4690638482570648
굿,0.5612562298774719,0.4387437701225281
자세히 치료,0.5363404750823975,0.46365952491760254
치료를 섬세히,0.5155666470527649,0.4844333529472351
친절함  자세해요 ,0.5337504744529724,0.4662494957447052
친절합니다 ,0.5047925114631653,0.49520745873451233
자세히게 잘봐주시네요   선생님이 치아를 아껴주시네요,0.5395586490631104,0.4604414105415344
친절해요 ,0.5284538865089417,0.47154611349105835
좋아요,0.5612562298774719,0.4387437701225281
항상 너무 정직하게 진료해주셔서 좋아요  양심치과 찾으러 멀리까지 안가도 되고   얼마나올까 걱정하면서 갔는데 충치 없다는 말 듣고 행복하게 나왔습니당,0.5353787541389465,0.4646212160587311
굿,0.5612562298774719,0.4387437701225281
굿,0.5612562298774719,0.4387437701225281
친절하고치료좋아요,0.5612562298774719,0.4387437701225281
친절하게 진료 잘 봐주십니다 ,0.5146926045417786,0.4853074550628662
친절해요,0.5284538865089417,0.47154611349105835
샘 친절하세요 ,0.5433563590049744,0.4566437005996704
너무 친절해요  ,0.5364322662353516,0.4635676443576813
좋아요   ,0.5612562298774719,0.4387437701225281
좋아요,0.5612562298774719,0.4387437701225281
  ,0.45653215050697327,0.5434678196907043
중후한 원장님의 친절한 진료는 기분좋게 합니다 간호사님들도 친절하구요,0.5266764760017395,0.4733234941959381
원장님 간호사님들 진료 잘봐주시고 친절하십니다,0.5286387801170349,0.47136127948760986
 ,0.45653215050697327,0.5434678196907043
  ,0.45653215050697327,0.5434678196907043
원장님의 친절함과 간호사들의 친절함 멋있으신 원장님의 진료는 맘에 든다 오진이 없으니      ,0.5469217896461487,0.45307815074920654
친절 자세히,0.5135844945907593,0.48641547560691833
좋아요 ,0.5612562298774719,0.4387437701225281
좋아요,0.5612562298774719,0.4387437701225281
좋아요 ,0.5612562298774719,0.4387437701225281
집근처 있어서 왔었는데 간호사분들도 친절하시고 원장님들도 잘 봐주세요    최고예요  ,0.5486930012702942,0.451307088136673
침 맞고 통증  부기가 줄어들고 걸어다니기가 가벼워졌습니다,0.5389329791069031,0.46106699109077454
약침까지 맞았더니  더 좋아지는듯하네요 참고로 감비환  주복용하고 붓기빠지고 변비현상이 많이 없어져서 좋았습니다,0.5360873341560364,0.463912695646286
오늘도 팔쪽엘보가 아파서 봉침 맞고  물리치료잘받고 갑니다 의료진 친절하시고 좋아요 ,0.5482730269432068,0.4517269730567932
자주 애용하는 곳입니다  원장님 친절하시고 침 효과도 아주 좋아요,0.550303041934967,0.44969695806503296
넘어져서 무릎과 팔꿈치 타박상을 입고 통증이 심해서 내원 찜질하고 물리치료 약침까지 맞았네요 한결편해져서 내일도 예약했어요,0.5419784188270569,0.45802152156829834
손목이아파서처음와서치료하고이번에는 엘보 가아파서왔다가 봉침이있다고해서 맞았는데효과가좋은것같아요,0.5472398400306702,0.4527601897716522
원장님진료꼼꼼히봐주시고 친절하세요,0.5440739989280701,0.45592600107192993
담걸렸던곳이 침맞고나니 확실히좋아지고있어요   원장님 간호사님들두 너무친절해요 ,0.5440279841423035,0.45597198605537415
원장님진료꼼꼼히 침잘놔주시고 직원분들도친절해요 ,0.5352511405944824,0.4647488594055176
굿,0.5612562298774719,0.4387437701225281
굿 ,0.5612562298774719,0.4387437701225281
좋아요,0.5612562298774719,0.4387437701225281
  ,0.45653215050697327,0.5434678196907043
좋아여,0.5612562298774719,0.4387437701225281
친근한 분위기의 병원내부와 푸근한 선생님들 덕에 최고의진료보고왔어요 항생제 무분별하게 처방해주는 다른곳과 확실히 차별화된 이유는 선생님의 실력덕인거 같아요 세명 진료받 았는데 무리없이 호전되었습니다 감사해요내용 더보기,0.532564640045166,0.46743538975715637
서울경기에 이런 곳이 있다는게 그저감사할따름입니다 과잉진료 과잉처방없고  경력과 실력 편안한포스가 넘치는 원장님은 정말용하시네요 감기증상 있다하면 무조건 항생제부터 주 는 여타병원들에 신물이 났는데 딱 맞는 적정한 진료해주셔서 좋았습니다내용 더보기,0.5306487083435059,0.46935132145881653
친절해요,0.5284538865089417,0.47154611349105835
 ,0.45653215050697327,0.5434678196907043
친절하고 자세히 설명해줍니다,0.5249822735786438,0.4750177264213562
좋아요 ,0.5612562298774719,0.4387437701225281
좋아요,0.5612562298774719,0.4387437701225281
진료잘봐주세요,0.5383627414703369,0.4616372883319855
진료잘봐줘요,0.5388696789741516,0.461130291223526
친절해요,0.5284538865089417,0.47154611349105835
 ,0.45653215050697327,0.5434678196907043
굿,0.5612562298774719,0.4387437701225281
상담잘해주세요  ,0.5250266790390015,0.47497332096099854
과잉치료 없고 위생사분들도  친절하세요 ,0.5570140480995178,0.44298598170280457
친절해요,0.5284538865089417,0.47154611349105835
치실 하다가 금니 빠져서 갔는데 다행히 맞아서 잘 맞추고 스켈링하고 왔어요,0.5461146235466003,0.45388543605804443
진료도 잘 하시고 가격도 괜찮아요,0.5440518260002136,0.455948144197464
관리 잘해주시고 진료도 꼼꼼해요,0.5517694354057312,0.448230504989624
친절하고 좋아요,0.5506575703620911,0.44934239983558655
   ,0.45653215050697327,0.5434678196907043
치과,0.524169385433197,0.4758305847644806
 ,0.45653215050697327,0.5434678196907043
굳,0.5612562298774719,0.4387437701225281
굿,0.5612562298774719,0.4387437701225281
꼼꼼해요,0.5612562298774719,0.4387437701225281
치과가기가두려운모든사람들에게강추합니다  표현할수없는안정감무한한신뢰감 전원장님을추천합니다  ,0.5344240665435791,0.4655759334564209
오랜만에 스케일링 ,0.5351014137268066,0.46489855647087097
오랜만에 스케일링 다녀왔어요  ,0.5497180819511414,0.45028188824653625
소아과 첫 옮겨봤는데  대기가 길어서 그렇지 선생님은 친절하시고 잘봐주시는 것 같아요,0.537025511264801,0.4629744589328766
예약은 안되고 주차가능합니다 ,0.5375286340713501,0.4624713957309723
손녀딸 예방접종하려갔는데 친절한 선생님이여습니다,0.5341423749923706,0.465857595205307
좋아요,0.5612562298774719,0.4387437701225281
친절하세요,0.5160623788833618,0.48393771052360535
좋아요 ,0.5612562298774719,0.4387437701225281
의사샘 이성적으로 판단빠르시고 신뢰가 갑니다,0.5404064059257507,0.45959362387657166
진료를 꼼꼼히 해주세요,0.5419337749481201,0.4580661952495575
굳,0.5612562298774719,0.4387437701225281
의사선생님이 진료를 잘해주세요,0.5327414870262146,0.467258483171463
굿,0.5612562298774719,0.4387437701225281
내과진로잘,0.543100893497467,0.45689916610717773
친절해요 ,0.5284538865089417,0.47154611349105835
굿,0.5612562298774719,0.4387437701225281
친절합니다,0.5047925114631653,0.49520745873451233
좋아요   ,0.5612562298774719,0.4387437701225281
친절해요,0.5284538865089417,0.47154611349105835
친절해요,0.5284538865089417,0.47154611349105835
보습크림 약 처방 받으러 다녕 ,0.5542818307876587,0.4457181394100189
약 받으러 다녀요,0.5463646650314331,0.4536353647708893
얼굴 사마귀 비슷한게 나서 제거 그런데 보험처리가 되는건데 처음엔 금액을 다르게 얘기  믿을수 없네  ,0.5399156808853149,0.46008428931236267
좋아요 ,0.5612562298774719,0.4387437701225281
약 받으러가요,0.5506532788276672,0.44934672117233276
친절해요,0.5284538865089417,0.47154611349105835
친절해요 ,0.5284538865089417,0.47154611349105835
자세하게 상담해주셔서 좋아요,0.5419573783874512,0.45804262161254883
의사  간호사 모두 친절해요,0.526367723941803,0.47363221645355225
꼼꼼히 치료해주세요,0.5467509031295776,0.4532490670681
좋아요 ,0.5612562298774719,0.4387437701225281
좋아요 ,0.5612562298774719,0.4387437701225281
친절 정직 ,0.5411117076873779,0.4588882625102997
좋아요,0.5612562298774719,0.4387437701225281
꼼꼼하게 잘봐주시는거 같아요,0.5337134003639221,0.46628662943840027
굳굳,0.5612562298774719,0.4387437701225281
늘 친절하시고 과잉진료없이 직접 치료잘해주셔서 믿고 방문하는 곳이에요 선생님 항상 감사드려요   ,0.5470837354660034,0.4529162347316742
의사 원장 쌤이 직접 스케일링을 해줘요,0.535921573638916,0.46407845616340637
좋아요,0.5612562298774719,0.4387437701225281
좋아요   ,0.5612562298774719,0.4387437701225281
 ,0.45653215050697327,0.5434678196907043
좋아요 ,0.5612562298774719,0.4387437701225281
친절해요,0.5284538865089417,0.47154611349105835
굿,0.5612562298774719,0.4387437701225281
좋아요  ,0.5612562298774719,0.4387437701225281
선생님 좋으세요,0.5531777143478394,0.4468223452568054
피부치료가 잘되요,0.549065351486206,0.45093464851379395
의사선생님께서 친절하게 설명해주세요   ,0.5336634516716003,0.4663364887237549
굿,0.5612562298774719,0.4387437701225281
남자의사선생님 정말 친절하세요   일전에 중화역 근처 다른 피부과갔다가  더 큰 염증 생기고  나름 열심히 서치하여 찾아갔는데 너무 친절하셔서  집에서 거리가 있음에도 찾아갑니 다   친절하게 잘 봐주십니다  시술뿐만 아니라 치료두 아주 친절하게 잘 해주세요   참  여긴 간호사분들도 넘 친절하셔요  내용 더보기,0.5184494256973267,0.48155057430267334
약처방,0.5612562298774719,0.4387437701225281
굿,0.5612562298774719,0.4387437701225281
임플란트 하러 방문했습니다  전에 다른 치료로도 왔었는데 여기만큼 좋은 치과가 없네요 원장샘이 친절하시고 꼼꼼하세요  사랑니 발치도 전문으로 하는 곳이라 다음에 방문할 땐 딸아이와 같이 방문하려고요   ,0.5377085208892822,0.4622914791107178
 ,0.45653215050697327,0.5434678196907043
친절해요 ,0.5284538865089417,0.47154611349105835
충치치료,0.5330798625946045,0.46692004799842834
친절해요,0.5284538865089417,0.47154611349105835
친절하세요 ,0.5160623788833618,0.48393771052360535
 ,0.45653215050697327,0.5434678196907043
좋아요,0.5612562298774719,0.4387437701225281
    ,0.45653215050697327,0.5434678196907043
치과,0.524169385433197,0.4758305847644806
좋아요              ,0.5612562298774719,0.4387437701225281
굿,0.5612562298774719,0.4387437701225281
친절하구 과잉진료가 정말 없네요 후기보고갔는데 좋았어요내용 더보기,0.5283123254776001,0.47168758511543274
좋아요 좋아요 좋아요 ,0.5389697551727295,0.4610302448272705
좋아요,0.5612562298774719,0.4387437701225281
친절하세요,0.5160623788833618,0.48393771052360535
친절한 설명 감사합니다,0.5166983604431152,0.4833016097545624
친절하세요 좋네요   ,0.553404688835144,0.44659537076950073
친절하세요    ,0.5160623788833618,0.48393771052360535
원장님이 잘 설명해주셨어요   ,0.5522801876068115,0.4477197825908661
친절하게 상담해줘요,0.5277075171470642,0.4722924828529358
친절해요,0.5284538865089417,0.47154611349105835
역시 러너들의 성지입니다  제가 모자란 부분 등 많이 알 수 있었어요  주변 지인분들에게 적극 추천 중입니다 ,0.530620813369751,0.469379186630249
굿,0.5612562298774719,0.4387437701225281
병원  업그레이드  됐고 손 님이  많아요,0.5513032078742981,0.44869670271873474
러너      라면  본인의 주법을 체크하는 차원에서 반드시 가보길 추천합니다   일반 정형외과 수준이 아님 ,0.5326958298683167,0.46730419993400574
굿 ,0.5612562298774719,0.4387437701225281
그동안의 궁금점과 불안이 모두 해소됨  달리기를 하는 모든 이들에게 추천,0.53584223985672,0.4641578197479248
매주 진료 날만 기다립니다  점점 마음을 더 털어 놓을 수 있는 편한 곳 저에겐 특히  뇌파 검사 결과가 좋지는 안하서 꾸준한 진료가  필요할 듯 하네요  간호사쌤들도 항상 친절하셔서 좋아요   ,0.5298428535461426,0.4701571464538574
갈 때마다 상담 시간이 길어지네요     그만큼 편한곳이라   항상 감사드려요   ,0.5495244264602661,0.4504755437374115
지난주엔 심리적으로 안좋은 일이 생겨 다른날보다 조금 오래  상담 했는데 조금은 가벼운 마음으로 돌아왔어요  스트레스 지수도 심하진 않은데 계속 치료 받아야 한다셨어요  항상 친절하셔서 기분 좋아지는 곳이예요 ,0.5396410822868347,0.4603588879108429
항상 친절하시고 맘 편해지는 곳이예요   상담 간 김에 스트레스 지수 검사했어요   간단해요  결과는 일주일 후에 나온답니다 ,0.5287686586380005,0.4712313115596771
매주 목요일  상담 받으러 가고 있어요  신중히 검색해 보고 간 곳인데 매주 기다려집니다  항상 친절하시고 간호사 쌤들과도 친해져서 맘 편합니다  덕분에  조금씩 나아지고 있는거 같아요      ,0.5285297632217407,0.4714701771736145
매주 병원 가는 날만 기다리게 됩니다   점점  좋아지고 있는데  공황이 와서 상담 하고 있어요  의사쌤도 간호사 쌤듵노 너무 친절하십니다  ,0.535024106502533,0.46497589349746704
추석 연휴 한 주 못가서 아쉬울 정도로 병원 가는 날을 기다립니다  위안이 되고 마음 편해지는곳   친절함은 기본  진료 후 정말  많은 도움이 되고 있어요  ,0.5357173085212708,0.46428269147872925
     ,0.45653215050697327,0.5434678196907043
  아 이거 맞아 ,0.5452609658241272,0.4547390341758728
항상 친절히 상담해 주셔서 마음이 한결 편해지는 곳이예요  의사쌤도 간호사 쌤들도 너무 좋아요  우울함은 많이 좋아졌고 사람 많은 곳에서의 불안을 극복 중이예요  병원  가는날이 기대 되는 포근한 병원입니다    ,0.5299323797225952,0.47006756067276
좋아요,0.5612562298774719,0.4387437701225281
주차장 좁다  동네 속에 있다  열정은 있다,0.5458924174308777,0.4541075527667999
굿,0.5612562298774719,0.4387437701225281
좋아요,0.5612562298774719,0.4387437701225281
좋아요 ,0.5612562298774719,0.4387437701225281
좋아요,0.5612562298774719,0.4387437701225281
굳,0.5612562298774719,0.4387437701225281
조아요 ,0.5491192936897278,0.4508807063102722
 ,0.45653215050697327,0.5434678196907043
 ,0.45653215050697327,0.5434678196907043
 ,0.45653215050697327,0.5434678196907043
편도염이 심하게 와서 집근처 병원 찾다가 녹색병원에 이비인후과가 새로 생겼다고 해서 진료보고 왔습니다   층에도 원무과가 있어서 접수 수납하기도 수월했고 의사선생님도 친절하시고 자세히 봐주셔서 좋았습니다 ,0.5260628461837769,0.473937064409256
진료 받기 좋아요,0.5546905994415283,0.44530946016311646
의사들이 너무 진료를 성의없이 보는 느낌이에요  환자가 어디가 불편한지 조차도 안물어보는 의사는 처음봐서 좀 당황스럽기도 했구요  뭔가 엄청 무기력하고  아 진료보기 싫다 라는  생각이 머릿속에 있는게 느껴져서 다시는 안갈 것 같아요  저는 거의  년 동안 통증을 참다가 방문했는데 여기는 처음 오는거니    개월 후에 다시 보자고 하더군요   녹색병원 들리는 거 시간 아깝고 돈 아까우니까 차라리 한번에 다른 병원 가세요 내용 더보기,0.5093123316764832,0.490687757730484
 ,0.45653215050697327,0.5434678196907043
굿,0.5612562298774719,0.4387437701225281
정형외과 뼈주사  맞았는데 효과가 없어요    녹색병원서 비급여인데,0.5414670705795288,0.4585329294204712
조아요 ,0.5491192936897278,0.4508807063102722
 ,0.45653215050697327,0.5434678196907043
응급실 이용했는데 다들 친절하시고 진료 잘 봐주셨어요  ,0.5472039580345154,0.45279601216316223
좋아요,0.5612562298774719,0.4387437701225281
 ,0.45653215050697327,0.5434678196907043
친절합니다,0.5047925114631653,0.49520745873451233
좋아요 ,0.5612562298774719,0.4387437701225281
녹색병원치과,0.5415098667144775,0.4584901034832001
좋아요 ,0.5612562298774719,0.4387437701225281
항상 친절해요,0.5190790295600891,0.4809209704399109
동네 치과에서 만원에 치료할 것도  여기선 최소한  만원은 내고 간다    ,0.5397794842720032,0.4602205753326416
좋아요,0.5612562298774719,0.4387437701225281
비용도 저렴하고 꼼꼼하게 잘 봐 주시네요 ,0.5481969714164734,0.4518030285835266
아들 피로골절로 찾아간 병원 집과는 먼곳이었지만 운동선수전문병원으로 소개받고 갔죠 운동하는 아들이라 원장님이나 간호사분들이 관심있게  잘봐주시고 재활할수있는 센타가 같은병원건물에 있어 재활도 함께할수있어 좋습니다,0.5408929586410522,0.45910704135894775
친절해요 ,0.5284538865089417,0.47154611349105835
원장님 진짜 친절하세요  실력도 좋으신듯,0.5529806017875671,0.44701942801475525
팔다리가 너무 저려서 진료 받았는데   허리디스크 초기라네요  여기 아니였으면 몰랐을뻔    단순하게 저리다고만 생각했는데    앞으로 치료 잘받고 건강해 질께요 ,0.5410104393959045,0.45898962020874023
일단 주차가 편해서 좋음  데스크 직원부터 간호사 의사선생님도 진짜 왕친절  도수치료 꾸준히 받으러 다닐예정,0.5397139191627502,0.46028608083724976
환갑이 다된 시점에 어깨가 점점 아파지더라고요   딸내미가 여기 가보라고 해서 왔습니다  치료 잘해주셔서 고맙습니다 ,0.537729024887085,0.46227094531059265
어머니 무릎이 많이 안좋으셔서 여기저기 검진을 받아봤었는데요  연세도 있으신데 수술만 하라고 해서 걱정이 많았었거든요  그러던 와중에 지인이 여기 소개시켜줘서 거리가 멀었지만 방문했습니다  다행히 비수술로도 치료를 할수있다고 하셔서 여기서 치료 받으셨어요  지금은 진짜 많이 좋아지셨습니다  감사합니다  ,0.5303663015365601,0.46963366866111755
병원자체가 쾌적함  직원분들도 완전 친절끝판왕  부모님 모시고 다시방문예정,0.5468387603759766,0.45316120982170105
추간판 탈출증으로 방문했었는데 수술을 귄해주셨어요  아 그리고     비급여 요,0.5422929525375366,0.457707017660141
의사선생님 실력이 진짜 좋으신듯  수술후 통증도 많이 사라지고 좋아진듯 ,0.548984169960022,0.45101577043533325
 ,0.45653215050697327,0.5434678196907043
내시경은 무조건 여기서 하세요 목아픔이 전혀 없어요,0.5332454442977905,0.4667545258998871
굿,0.5612562298774719,0.4387437701225281
친절해요,0.5284538865089417,0.47154611349105835
오늘 건강겅진 위내시경이랑 복부초음파 받았는데  의사선생님이랑 간호사분들 모두 친절하고 민첩하십니다   년 뒤에 건강검진 받으러 또 와야겠어요 ,0.5401070713996887,0.4598928987979889
친절합니다 ,0.5047925114631653,0.49520745873451233
친절하세요,0.5160623788833618,0.48393771052360535
의사 선생님과 간호사 선생님 모두 친절하십니다 ,0.5223854184150696,0.4776145815849304
친절하세요,0.5160623788833618,0.48393771052360535
의사선생님이 친절하세요,0.5274013876914978,0.4725986421108246
친절합니다 ,0.5047925114631653,0.49520745873451233
젛아요,0.5612562298774719,0.4387437701225281
  ,0.45653215050697327,0.5434678196907043
진로를 잘 보셔요,0.5239894986152649,0.47601041197776794
상세히 설명해주시고 친절하셔요,0.5277383923530579,0.472261518239975
의사선생님이 자상하십니다  ,0.5246434807777405,0.4753565192222595
굿,0.5612562298774719,0.4387437701225281
물리치료사 선생님이 꼼꼼하게 잘해주셨어요 ,0.5459938645362854,0.4540061950683594
치료 제대로 됐냐니까 안아프면 된거고 아프면 다시오라면서 반말로 건성건성 진료함 결제하는 직원도 기분나쁘게 반말 찍찍해대고  서비스 완전 개판이네요내용 더보기,0.533758819103241,0.46624118089675903
친절해요,0.5284538865089417,0.47154611349105835
잠을 잘 못자서 처음으로 침을 맞 아보았네요 완전 완전 개운하고 침이 이렇게 좋은줄 몰랐네요   직원분 너무너무 친절하시고 상냥 하시고 원장님께서도 진로 잘봐주셔서 감사합니다  ,0.523956835269928,0.47604310512542725
친절하세요,0.5160623788833618,0.48393771052360535
예약 안 하고 갔는데도 바로 진료 받을 수 있어서 좋았어요  친절함의 기준은 사람마다 다르니까 평가가 어떨지는 모르겠지만 제가 느끼기엔 친절했어요  재방문 의사 있습니다  옆에 아주머니도 너무 오늘 최고로 좋았다고 엄청 칭찬하셔서 웃음 나더라구요  리셉쌤 스몰톡도 잘하시고 엄청 친절합니다 ,0.5361434817314148,0.46385657787323
친절하세요,0.5160623788833618,0.48393771052360535
굿,0.5612562298774719,0.4387437701225281
근처 많은 한의원중에 제일 잘 맞아요,0.5462304949760437,0.4537695050239563
굿,0.5612562298774719,0.4387437701225281
좋아요 ,0.5612562298774719,0.4387437701225281
 ,0.45653215050697327,0.5434678196907043
여자 원장님 친절하시고 거기 계신 간호사분들도 넘 친절하셔요  체한거같아서 갔는데 거의 다 나았어요   ,0.5489249229431152,0.45107510685920715
원장님도 친절하시고 병원도 깔끔하고 들어가자마자 차분한 분위기에 치료 받을때고 시술부위가 불편하지 않게 세심하게 배려하신게 느껴졌어요 첫방문이었는데 너무 잘 치료 받고 갑니다 ,0.5287078619003296,0.4712921977043152
허리치료 때문에 방문했는데 원장님 직원분들 친절하셨습니다  한의원이 지하철역 과 버스정류정에서 가까워서  길찾기도 편했습니다  불편한 곳 신경  써주셔서 많이 좋아졌습니다  감사합니다 ,0.5412024855613708,0.45879751443862915
다들 친절하셔서 편한 마음으로 진료받을수 있었어요   ,0.5407624840736389,0.4592375159263611
지나가다가 자주 보았던 다꽃한의원 방문했습니다  급체해서 어지럽고 정신이 너무 없었어요   최근에 개원한걸로 알고있는데 진짜 깨끗하고 시설이 좋아요  원장님 친절하시고 진료 잘봐주시네요  체한거 바로 내려갔어요  동네에 자주 다닐만한 한의원 생겨서 좋아요 ,0.5334194302558899,0.4665805399417877
원장님이 침을 참 잘 놓으시는거 같아요 목이랑 어깨가 아팠는데 침맞고 나니까 안아프고 개운하네요,0.5463811159133911,0.4536188542842865
다이어트를 위해 전침 맞고 왔어요   한약도 몸에 부담 없이 아주 좋구요     침도 하나도 안아프게 놔주십니다  의사선생님 완전 친철하게 잘 설명해주시고 간호사쌤들도 너무 잘해주세요 ,0.5372441411018372,0.46275594830513
새로 오픈한 한의원 여자원장님도 자상하시고  간호사님돌도 친절하셔서 넘 좋아요,0.5423133373260498,0.4576866924762726
여기 완전친절그자체입니다   ,0.528864324092865,0.4711357355117798
친절하고 정성것치료 잘해주셔요 ,0.5351934432983398,0.4648064970970154
괜찮아요,0.5612562298774719,0.4387437701225281
친절합니다,0.5047925114631653,0.49520745873451233
친절하시고 좋아요,0.5510379076004028,0.44896209239959717
친절하세요 시설이깨끗해요,0.553404688835144,0.44659537076950073
휴가 내고 온 아들이 아프고만가네요  장염이라네요   ,0.5362374186515808,0.4637625813484192
친절해요 ,0.5284538865089417,0.47154611349105835
간호사분 친절  의사분 츤데레스타일이기는 하나 치료잘해주세요  다만 피부전문은 아닌듯해요   압출도 바로해주셨는데  흉터는 살짝 걱정되긴합니다     치료비는 비싼편인듯해요  그래도 예약없이 바로갈수있어 좋랐어요,0.5414149165153503,0.45858508348464966
원장님 정말 친절하시고 진료도 꼼꼼히  무엇보다 성심성의껏 봐주시는게 느껴져서 갈 때마다 감사해요  간호사 선생님도 친절하시고 병원 정말 좋아요 ,0.5366643071174622,0.46333566308021545
치료효과가좋아요  판매하는파스도좋구용  ,0.5506532788276672,0.44934672117233276
친절해요  ,0.5284538865089417,0.47154611349105835
 ,0.45653215050697327,0.5434678196907043
괜차늠,0.5612562298774719,0.4387437701225281
굿,0.5612562298774719,0.4387437701225281
파스좋아요  치료도좋구용  ,0.5506532788276672,0.44934672117233276
좋아요 ,0.5612562298774719,0.4387437701225281
친절해요 ,0.5284538865089417,0.47154611349105835
친절해요 ,0.5284538865089417,0.47154611349105835
보약 했어요 ,0.5506532788276672,0.44934672117233276
친절합니다 ,0.5047925114631653,0.49520745873451233
굿,0.5612562298774719,0.4387437701225281
 ,0.45653215050697327,0.5434678196907043
친절해요,0.5284538865089417,0.47154611349105835
  ,0.45653215050697327,0.5434678196907043
원장님도 진료 잘보시고 직원들도 친절하니 좋아요,0.5410333275794983,0.4589667320251465
그닥 별루네요,0.5511211156845093,0.44887882471084595
아픈곳이 싹 나아요,0.547784149646759,0.4522157609462738
치료후 가벼워집니다 ,0.5196998715400696,0.48030009865760803
치료후 개운합니다,0.5126945376396179,0.4873054325580597
치료후 개운해요,0.5353007912635803,0.4646991491317749
치료받고 나서 몸이 좋아졌어용,0.5458820462226868,0.45411789417266846
항상 치료하고나면 개운해요,0.5312576293945312,0.4687424302101135
시원해졌네요,0.5612562298774719,0.4387437701225281
아픈부위가 싹 나았어요,0.5476828813552856,0.45231717824935913
치료후 개운하고 좋아요,0.5485476851463318,0.4514523148536682
치료후에는 개운하고 좋아요,0.5469923615455627,0.45300760865211487
좋아요,0.5612562298774719,0.4387437701225281
친절해요 ,0.5284538865089417,0.47154611349105835
친절해요 스켈링 예민한곳 안아픈거로 해주는 센스 이런곳 처음이네요,0.5355063676834106,0.46449360251426697
좋아요 ,0.5612562298774719,0.4387437701225281
친절해요,0.5284538865089417,0.47154611349105835
굿,0.5612562298774719,0.4387437701225281
친절해요 ,0.5284538865089417,0.47154611349105835
원장님부터 직원들까지 엄청 친절하시고 상세하게 설명 잘해주십니다  꼭 지인들한테 추천해주고 싶은 치과입니다   ,0.5362692475318909,0.46373075246810913
