,name,hospital_id,nickname,content,date,revisit
1,마르지오의원,11831236,gan****,～,9.1.금,31번째 방문
2,마르지오의원,11831236,gan****,～,8.11.금,30번째 방문
3,마르지오의원,11831236,Yerimoo,생각보다 사람이 많아요..,7.11.화,1번째 방문
4,마르지오의원,11831236,gan****,～,6.15.목,29번째 방문
5,마르지오의원,11831236,탱탱탱볼,지난번이 첫방문이었는데 너무 좋아서 엄마랑 같이 왔어요~~엄마가 왜 자기는 보톡스 안해주냐고 하셔서 같이왓는데 지금은 엄청 만족해하셔요ㅋㅋㅋㅋ,6.8.목,2번째 방문
6,마르지오의원,11831236,이플33,원장님 친절하게 설명 잘해주세요,6.8.목,1번째 방문
7,마르지오의원,11831236,gan****,～,5.26.금,28번째 방문
8,마르지오의원,11831236,gan****,～,5.6.토,27번째 방문
9,마르지오의원,11831236,쏭839,"신경써서 진료 잘 해주세요 ㅎㅎ 원장님, 직원들도 친절해서 좋아요 ㅎㅎ 자주 다니려고요.",5.3.수,1번째 방문
0,마음담은정신건강의학과의원,1955207968,꼬독520,"원장님 너무 다정하시고 친절하세요.
이야기도 잘 들어주셔서 하고 싶은 이야기 다 할 수 있었어요. 감사합니다.",11.1.수,1번째 방문
1,마음담은정신건강의학과의원,1955207968,호오19,첫 정신건강의학과 진료에 너무 떨렸는데 상담도 잘 해주시고 꾸준히 다녀서 치료 잘 받겠습니다,10.24.화,1번째 방문
2,마음담은정신건강의학과의원,1955207968,다니어리,"김정우 원장님 감사합니다
상담할때 잠깐이라도 차분히 제 편에서 들어주셔서 편하고 마지막 코멘트하시며 웃어주셔서 함께 웃네요
간호사님들도 작지만 중요한 부탁에도 잘 체크해주셔서 감사드려요",10.20.금,1번째 방문
3,마음담은정신건강의학과의원,1955207968,냥냥68,ㅋㅋㅋ선생님 솔직하게말할게용..,10.18.수,5번째 방문
4,마음담은정신건강의학과의원,1955207968,냥냥68,ㅋㅋㅋ 선생님 웃김....,10.11.수,4번째 방문
5,마음담은정신건강의학과의원,1955207968,축복사랑이맘,김정우 원장님과 간호사님들의 친절함에 올 때마다 마음을 달래고 나옵니다...,10.6.금,1번째 방문
6,마음담은정신건강의학과의원,1955207968,조아조아3223,김정우 원장님께 진료를 받고 있는데 언제나 친절하시고 간호사님들도 넘 친절하세요 ,10.5.목,3번째 방문
7,마음담은정신건강의학과의원,1955207968,봄봄봄5623,굿,10.4.수,8번째 방문
8,마음담은정신건강의학과의원,1955207968,냥냥68,1번진료실선생님 친절하고조으세요,9.19.화,3번째 방문
9,마음담은정신건강의학과의원,1955207968,봄봄봄5623,굿,9.13.수,7번째 방문
0,마인드닥터주니어정신건강의학과의원,35575196,청하하게,"비용드러갑니다. 그만큼 친절한
진료 하셧으면 합니다. 시간여유 남아돌아오는거
아니니",3.16.목,1번째 방문
1,마인드닥터주니어정신건강의학과의원,35575196,soo****,친절합니다.,2.18.토,2번째 방문
2,마인드닥터주니어정신건강의학과의원,35575196,soo****,좋습니다.,1.7.토,1번째 방문
3,마인드닥터주니어정신건강의학과의원,35575196,purple blossom,굿,22.11.12.토,2번째 방문
4,마인드닥터주니어정신건강의학과의원,35575196,지존5797,굿,22.10.6.목,1번째 방문
5,마인드닥터주니어정신건강의학과의원,35575196,purple blossom,굿,22.10.6.목,1번째 방문
6,마인드닥터주니어정신건강의학과의원,35575196,코끼리똥,뀼,22.9.2.금,1번째 방문
7,마인드닥터주니어정신건강의학과의원,35575196,아침이슬259,친절합니다 ,22.5.20.금,1번째 방문
8,마인드닥터주니어정신건강의학과의원,35575196,wwk****,굿,22.2.15.화,1번째 방문
9,마인드닥터주니어정신건강의학과의원,35575196,bjy****,친절해요,22.2.8.화,5번째 방문
0,마인드웰병원,1413263031,영비요님 전화진,"오늘은 한주가 시작되는날 원자님과상담후에 접수처 계신분과 조제실 계신분과 복용지도도 잘해주시고
정말 감사해요 환자분들을 위해서 고생하시는분들께
진심으로 감사드립니다",11.13.월,7번째 방문
1,마인드웰병원,1413263031,Bluesky1234,이소정 선생님 뵈러 옵니다^^ 항상 외래대기환자 많으세요.,11.9.목,6번째 방문
2,마인드웰병원,1413263031,honorstar,좋아요 ,11.2.목,3번째 방문
3,마인드웰병원,1413263031,김명숙387,진료 잘 해주세요,10.30.월,7번째 방문
4,마인드웰병원,1413263031,윤슬5013,굿,10.25.수,17번째 방문
5,마인드웰병원,1413263031,영비요님 전화진,병원에가서 진료받고 왔어요,10.11.수,6번째 방문
6,마인드웰병원,1413263031,honorstar,좋아요 ,10.10.화,2번째 방문
7,마인드웰병원,1413263031,NOWHERE5,.,10.7.토,10번째 방문
8,마인드웰병원,1413263031,콩콤쓰,.,10.7.토,8번째 방문
9,마인드웰병원,1413263031,맛있는 음식 남기는 건 못 참치,"친절 그 자체 💕 들어갈 때부터 꼼꼼히 챙겨주시는 안내원님, 접수해주시는 직원분, 그리고 무엇보다 제 마음을 잘 살펴주시는 이소정 선생님 👍덕분에 저의 정신 건강이 아주 많이 좋아졌어요. ",10.5.목,2번째 방문
0,맑은성모이비인후과의원,11886511,sn****,조아요,11.8.수,6번째 방문
1,맑은성모이비인후과의원,11886511,gusury,꼼꼼히 진료해주셔서 좋아요~,11.2.목,5번째 방문
2,맑은성모이비인후과의원,11886511,sn****,"조아룡
",11.2.목,5번째 방문
3,맑은성모이비인후과의원,11886511,gusury,"항상 사람은 많지만~
선생님 덕분에 가게 되네요~^^",10.31.화,4번째 방문
4,맑은성모이비인후과의원,11886511,Jellyjl,"대기 갑 of 갑 
",10.30.월,2번째 방문
5,맑은성모이비인후과의원,11886511,이향자68,친절하고~~의사선생님잘보십니다,10.25.수,2번째 방문
6,맑은성모이비인후과의원,11886511,괭이마루,친절하시고 설명 잘해주세요,10.21.토,4번째 방문
7,맑은성모이비인후과의원,11886511,유명구,ㅇ,10.21.토,53번째 방문
8,맑은성모이비인후과의원,11886511,준썬맘,친절 해요 ,10.17.화,1번째 방문
9,맑은성모이비인후과의원,11886511,sn****,조아여,10.5.목,4번째 방문
0,맑은성심피부과의원,19521395,윤슬5013,친절하세요,11.20.월,23번째 방문
1,맑은성심피부과의원,19521395,윤슬5013,굿,11.10.금,22번째 방문
2,맑은성심피부과의원,19521395,윤슬5013,굿,11.3.금,21번째 방문
3,맑은성심피부과의원,19521395,윤슬5013,굿,10.27.금,20번째 방문
4,맑은성심피부과의원,19521395,윤슬5013,굿,10.20.금,19번째 방문
5,맑은성심피부과의원,19521395,쟈스민3465,친절합니다 간호사님들,10.14.토,1번째 방문
6,맑은성심피부과의원,19521395,윤슬5013,굿,10.13.금,18번째 방문
7,맑은성심피부과의원,19521395,어쩌다후기,"근방에 마땅한 피부과 없어서 어쩔 수 없이 가는 곳이라지만 피부과 선생님 싸가지 더럽게 없음 진료보러 온 환자한테 하필 바쁜 날 왜 왔냐고 그러고 간호사 쪼인트 까이는 모습 보면서 
왜 여기서 갈굼당하면서 일하는지 안타깝고, 이러니 친절도 떨어지는건 당연지사... 동네 피부과 개원 해주세요~~",10.7.토,1번째 방문
8,맑은성심피부과의원,19521395,윤슬5013,굿,9.25.월,17번째 방문
9,맑은성심피부과의원,19521395,손태옥,"우와 최악임 태어나서 이런리플 써보는거 처음
앉자마자 연필뒤깍지 같은걸로 한번 긁더니 민감성? 이라하고 진료비 청구됨ㅋ 세상 불친절한데 비싸기까지 하고 근처에 피부과 없어서 리플 그지같아도 가봤는데 
내가 거길 왜간걸까..",9.20.수,1번째 방문
0,맑은이비인후과의원,1310401404,aga****,친절해요,11.1.수,1번째 방문
1,맑은이비인후과의원,1310401404,쥐방울14,선생님은 정말 친절하세요^^,10.30.월,2번째 방문
2,맑은이비인후과의원,1310401404,eh8****,사람이 늘 많지만 생각보다 대기가 길진 않아요,10.30.월,1번째 방문
3,맑은이비인후과의원,1310401404,ab1226ha77,친절해요,10.27.금,1번째 방문
4,맑은이비인후과의원,1310401404,라이더곤,선생 설명잘해수시고  간호사분들 친절해요,10.21.토,2번째 방문
5,맑은이비인후과의원,1310401404,pop****,생각보다 비싸네요? 친절하십니다.,10.17.화,1번째 방문
6,맑은이비인후과의원,1310401404,chl****,귀찮아서 리뷰쓰기도 싫지만 여긴 데스크 직원들이 병원 이미지 말아먹네요. 원장님 진료 좋고 친절한데 처음부터 끝까지 환자에게 관심없고 자기들끼리 수다떠는 직원들 두세명이 다신 병원 안오고싶게 만드네요. 들어가자마자 자기들끼리 떠드느라 데스크 앞에 오니 눈만 멀뚱멀뚱 쳐다봄( 안내없음) 진료 받고 나오니 호명이고 뭐고 아무말 없이 처방전 손으로 띡 (이 와중에도 자기들끼리 떠들기 바쁨) 원장님 제발 여기 리뷰들좀 보세요. 저 말고도 비슷한 후기가 많네요. ,10.16.월,1번째 방문
7,맑은이비인후과의원,1310401404,꿀패,"의사선생님께서 진료시 말씀도 잘 들어주시고 참 좋습니다. 직원분들도 불친절하진 않습니다.
다만, 놀라울 정도로 더럽습니다... 링겔 맞으러 들어갔는데 침구는 말할것도없고 창틀에 먼지랑 모기사체와 대기실도 정수기쪽 창틀 더러워서 괜히 정수기 위생도 의심스러움...",10.13.금,1번째 방문
8,맑은이비인후과의원,1310401404,uh69,친절하세요,10.12.목,11번째 방문
9,맑은이비인후과의원,1310401404,idh****,친절합니다,10.12.목,11번째 방문
0,맑은피부과의원,19534748,Impeccable10,친절하고 진료 잘 보십니다.,11.20.월,1번째 방문
1,맑은피부과의원,19534748,sjh860,친절합니다,11.8.수,8번째 방문
2,맑은피부과의원,19534748,rla****,친절히상담잘해주십니다,11.3.금,5번째 방문
3,맑은피부과의원,19534748,rj****,친절하고 치료를 잘해요 ,10.30.월,3번째 방문
4,맑은피부과의원,19534748,sjh860,친절합니다,10.27.금,7번째 방문
5,맑은피부과의원,19534748,fun****,친절,10.23.월,6번째 방문
6,맑은피부과의원,19534748,rla****,친절히잘대해주세요,10.21.토,4번째 방문
7,맑은피부과의원,19534748,sjh860,친절합니다,10.11.수,6번째 방문
8,맑은피부과의원,19534748,rla****,친절하세요^^,10.6.금,3번째 방문
9,맑은피부과의원,19534748,dkd****,음,9.25.월,10번째 방문
0,망우기독의원,19512773,나무쟁이forest,좋아요 ,5.22.월,1번째 방문
0,망우역튼튼척의원,1062913336,ptc****,물리치료쌤들 친절하시구 너무 좋아요!! 수기치료도 최고~~ 👍 👍 ,11.23.목,1번째 방문
1,망우역튼튼척의원,1062913336,luwu,원장님 너무 친절하시고 진료도 꼼꼼히 잘 봐주세요🙏🏻 아픈 허리가 금방 나았어요! 다른 선생님 모두 친절하시고 꾸준히 다녀볼게요👍🏻,11.22.수,2번째 방문
2,망우역튼튼척의원,1062913336,gal****,"선생님들도 다 친절하시고 
수기치료도 처음받아봤는데 너무 좋았습니다",11.22.수,1번째 방문
3,망우역튼튼척의원,1062913336,oke****,의사 엄청 불친절 합니다 제 지인에게는 절대 비추라고 했습니다,11.22.수,1번째 방문
4,망우역튼튼척의원,1062913336,juliet762,"두번다시 가고싶지안음  손을 칼에베서 갔는데 꿰맬수없다하구 꿰매구싶음 다른병원찾아가라함 너무불친절하구 두번물어봤다구 똑같은말 10번할까요 이런식으로 말하는의사 처음봄 
 나도똑같이말하려다가 같은수준될까 그냥나옴 계산도 똑바로못해 내려가다 다시연락받구 소독한거 재계산하라고 연락옴  난 아퍼죽겠는데 그냥 돈안되는환자였나봄내용 더보기",11.21.화,1번째 방문
5,망우역튼튼척의원,1062913336,RHCP66, ,11.20.월,2번째 방문
6,망우역튼튼척의원,1062913336,Leeeh,"친절하게 진료잘봐주시고 설명 잘해주세여 
",11.16.목,2번째 방문
7,망우역튼튼척의원,1062913336,Demisoda2,원장님 진료잘보시는거같습니다 어디가문제인지 잘 말씀해주시고 주사치료도 오래걸리시지않습니다 추천합니다,11.13.월,2번째 방문
8,망우역튼튼척의원,1062913336,LeeSeulBi,항상 친절한 원장님!!,11.6.월,1번째 방문
9,망우역튼튼척의원,1062913336,dalki3029,-,11.3.금,5번째 방문
0,망우이지함피부과의원,19861858,gau****,빨리 치료되길~,11.18.토,3번째 방문
1,망우이지함피부과의원,19861858,파랑나비ㅎ,친절해요,11.14.화,7번째 방문
2,망우이지함피부과의원,19861858,rain5922,이지함피부과,11.12.일,10번째 방문
3,망우이지함피부과의원,19861858,파랑나비ㅎ,"친절해요
",11.10.금,6번째 방문
4,망우이지함피부과의원,19861858,rain5922,친절헤요,11.8.수,9번째 방문
5,망우이지함피부과의원,19861858,sunday,친절해요,11.4.토,24번째 방문
6,망우이지함피부과의원,19861858,란니14,너무 친절하고 좋아요!,11.4.토,1번째 방문
7,망우이지함피부과의원,19861858,박경미19,친젏해요,11.1.수,2번째 방문
8,망우이지함피부과의원,19861858,여우8345,친절해요~,10.27.금,1번째 방문
9,망우이지함피부과의원,19861858,poo****,구리에 있을때부터 다니는 병원입니다ᆢ 선생님이 항상 친절하시고요 진단도 잘하시고 치료도 잘 해 주세요~~^^ 한마디 더 하자면 외모도 미남이세요~~^^ 좋은 하루 되세요 ~~내용 더보기,10.23.월,5번째 방문
0,매일백세한의원 중랑구먹골역점,1632908709,슈야니2677,친절하시구 조아여,11.22.수,1번째 방문
1,매일백세한의원 중랑구먹골역점,1632908709,ckj****,지인 소개 받고 왔는데 다 친절하시고 치료도 다른데보다 더 잘해주셔서 잘 받고 갑니다~,11.22.수,1번째 방문
2,매일백세한의원 중랑구먹골역점,1632908709,lee****,치료 잘받았습니다 ,11.20.월,1번째 방문
3,매일백세한의원 중랑구먹골역점,1632908709,하이 최선을 다하자,친절한 진료 감사합니다,11.20.월,1번째 방문
4,매일백세한의원 중랑구먹골역점,1632908709,곰돌빵도리,허리가 너무아파 침치료받았는데 통증이 많이 완화되고 효과 잘 보았어요,11.18.토,1번째 방문
5,매일백세한의원 중랑구먹골역점,1632908709,rla****,원장님이 진료도 잘 봐주시고 일하시는 분들 모두 너무 친절해요 침맞으면서 어깨랑 머리아픈거랑 좀 나아지는 것 같아요,11.18.토,1번째 방문
6,매일백세한의원 중랑구먹골역점,1632908709,Jiddun,"두번째 방문입니다 ~
친절하게 잘 설명해주시고 
진료 잘 받고 갑니다",11.17.금,1번째 방문
7,매일백세한의원 중랑구먹골역점,1632908709,아기공룡엄마,친절하세요,11.17.금,1번째 방문
8,매일백세한의원 중랑구먹골역점,1632908709,jin****,허리가 아파서 치료받고 있고 친절하고 깨끗해서 좋아요,11.16.목,1번째 방문
9,매일백세한의원 중랑구먹골역점,1632908709,kim****,치료 잘받앗습니다,11.16.목,1번째 방문
0,먹골바른신경외과의원,1349032367,mis****,좋아요 ,11.22.수,1번째 방문
1,먹골바른신경외과의원,1349032367,JsBeen,^^,11.17.금,6번째 방문
2,먹골바른신경외과의원,1349032367,얘들아날자,좋아요,11.15.수,1번째 방문
3,먹골바른신경외과의원,1349032367,JsBeen,^^,11.10.금,5번째 방문
4,먹골바른신경외과의원,1349032367,aprilqeen,의사샘 친절해요,11.6.월,2번째 방문
5,먹골바른신경외과의원,1349032367,쁘띠해피주리,찬절하게설명해줘요,11.4.토,1번째 방문
6,먹골바른신경외과의원,1349032367,kenzo5137,굿,10.27.금,45번째 방문
7,먹골바른신경외과의원,1349032367,JsBeen,^^,10.27.금,4번째 방문
8,먹골바른신경외과의원,1349032367,aprilqeen,선생님 좋아요,10.20.금,1번째 방문
9,먹골바른신경외과의원,1349032367,kenzo5137,굿,10.19.목,44번째 방문
0,먹골본내과의원,1135939312,shw****,좋아요 ,11.17.금,2번째 방문
1,먹골본내과의원,1135939312,뿌니7848,굿,11.16.목,1번째 방문
2,먹골본내과의원,1135939312,드림패브릭93,굿,11.16.목,1번째 방문
3,먹골본내과의원,1135939312,hjh****,친절하게 진료 잘 봐주십니다.,11.11.토,6번째 방문
4,먹골본내과의원,1135939312,mebaa,친절하세요,11.8.수,1번째 방문
5,먹골본내과의원,1135939312,hjh****,친절하게 진료 잘 봐주십니다.,11.3.금,5번째 방문
6,먹골본내과의원,1135939312,py****,내과 치료,11.2.목,1번째 방문
7,먹골본내과의원,1135939312,YouTube김소향의내손안에책방,친절한 진료에 마음이 편하죠,11.1.수,1번째 방문
8,먹골본내과의원,1135939312,nan****,친절해요.,10.31.화,1번째 방문
9,먹골본내과의원,1135939312,hjh****,친절하게 진료 잘 봐주십니다.,10.27.금,4번째 방문
0,메디렌느산부인과,11880314,109동 1202호,친절해요 ,11.14.화,4번째 방문
1,메디렌느산부인과,11880314,itiss,일요일 급하게 방문했는데 너무 잘 진료해주셨어요 🥹🥹 감사합니다!,11.12.일,1번째 방문
2,메디렌느산부인과,11880314,hyo****,조아효,11.11.토,10번째 방문
3,메디렌느산부인과,11880314,하남시토박이으니,"오늘 진료도 좋았어요! 친절하고 자세한 설명 덕분에 임신기간 내내 마음이 편안합니다. 곧 출산인데 주위분들도 이곳에서 출산 많이 하셔서 믿고 분만까지 합니다!  병원 선택하실 때 
꼭 와보세요!~ 좋아요!^^내용 더보기",11.9.목,2번째 방문
4,메디렌느산부인과,11880314,hyo****,조아욥,10.31.화,9번째 방문
5,메디렌느산부인과,11880314,hyo****,늘 좋습니당,10.28.토,8번째 방문
6,메디렌느산부인과,11880314,쏘쿨87,친절하고 진료 잘봐주십니다,10.26.목,3번째 방문
7,메디렌느산부인과,11880314,들장미21,친절해요,10.18.수,3번째 방문
8,메디렌느산부인과,11880314,hyo****,좋아요 의사쌤 늘 굳굳 ,10.14.토,7번째 방문
9,메디렌느산부인과,11880314,bom****,선생님 친절하게 잘해주십니다,10.6.금,5번째 방문
0,면목나은정형외과의원,1860096284,won****,ㅡㅡ,11.24.금,1번째 방문
1,면목나은정형외과의원,1860096284,Daniel Haneul Park, ,11.14.화,21번째 방문
2,면목나은정형외과의원,1860096284,매마17,시원한 물리치료,11.4.토,11번째 방문
3,면목나은정형외과의원,1860096284,썬썬1985,굿,11.1.수,15번째 방문
4,면목나은정형외과의원,1860096284,hya****,친절해요,10.30.월,5번째 방문
5,면목나은정형외과의원,1860096284,작은산22,좋아요 ,10.30.월,1번째 방문
6,면목나은정형외과의원,1860096284,Dike58,좋아요,10.30.월,7번째 방문
7,면목나은정형외과의원,1860096284,Dike58,굿,10.27.금,6번째 방문
8,면목나은정형외과의원,1860096284,ba****,굿,10.18.수,11번째 방문
9,면목나은정형외과의원,1860096284,매마17,물리치료,10.14.토,10번째 방문
0,면목다솔내과의원,1159019290,위스키맨,"종합검진을 받아야해서 아침 일찍 방문을 했어요. 의사 선생님과 간호사 분들 모두 친절 하셔서 아주 기분 좋게 검진 마쳤습니다! 병원이 너무 깨끗해서 놀랐어요 ㅎㅎ 혈액종합검사도 종합검진에 포함 시켜서 할인 받았어요. 신속하게 검진 받고, 의사 선생님께서 쉬운 용어로 잘 설명해 주셔서 너무 좋았습니다. 종합검진 하기에 아주 좋은 병원이에요~ 추천꾹 누르고 갑니다 😃👍",11.23.목,1번째 방문
1,면목다솔내과의원,1159019290,rkdalswjd122, ,11.22.수,1번째 방문
2,면목다솔내과의원,1159019290,루피에오,원장님 직원분들 다 친절하세요~,11.21.화,3번째 방문
3,면목다솔내과의원,1159019290,song0422,"항상 밝은 얼굴로 인사해주셔서 기분좋게 진료보고가요~ 
",11.20.월,2번째 방문
4,면목다솔내과의원,1159019290,반짝이는날,친절하십니다,11.19.일,5번째 방문
5,면목다솔내과의원,1159019290,슈팅스타79,"의사쌤도 간호사쌤들도 다 친절하셨어요. 
좋아요!",11.17.금,3번째 방문
6,면목다솔내과의원,1159019290,금꽃돼지맘44,.,11.16.목,1번째 방문
7,면목다솔내과의원,1159019290,슈팅스타79,good,11.16.목,2번째 방문
8,면목다솔내과의원,1159019290,angmi,바쁘신데도 간호사 분들이 친절하게 문진 봐주시고 주사도 안 아프게 놔주셔서 잘 쉬고 왔어요. 감동이에요. 원장선생님이 잘생기시고 친절하세용!,11.14.화,5번째 방문
9,면목다솔내과의원,1159019290,dfgr7,"시설 깨끗하고 과잉진료 없이 필요한 것만
꼼꼼하게 진료 잘 봐주십니다.",11.10.금,1번째 방문
0,면목동일한의원,19520580,ohh2155,친절해요 ,8.2.수,1번째 방문
1,면목동일한의원,19520580,안나87,굿,3.10.금,1번째 방문
2,면목동일한의원,19520580,sergio,괜찮아요~~~~~~~~~~~~,22.9.18.일,1번째 방문
3,면목동일한의원,19520580,ser****,괜찮아요~~~~~~~~~~~~,22.9.4.일,1번째 방문
4,면목동일한의원,19520580,llc****,친절해요,22.5.30.월,1번째 방문
5,면목동일한의원,19520580,sbs****,.,22.3.21.월,2번째 방문
6,면목동일한의원,19520580,ssi0634,친절해요,22.3.21.월,1번째 방문
7,면목동일한의원,19520580,sbs****,.,22.3.20.일,1번째 방문
8,면목동일한의원,19520580,러블리깜순,조아요,21.11.19.금,3번째 방문
9,면목동일한의원,19520580,러블리깜순,꼼꼼히 치료해주세요,21.11.15.월,2번째 방문
0,면목서울치과의원,1137778223,에리카9498,"대기는  한명도 없었고  충치 치료 해야한데서 의사선생님 설명듣고  비용문제로 간호쌤 상담받으러 방으로 갔고,상담하시는분 말투가 친절하진 않았어요..  의사쌤은  많이 바뿌셔서 
힘드셨는지  치료중 한숨을 계속 쉬시고 치료후 어찌저찌 잘 됐다는 설명도 없이 수납바로 하라고 하더라구요..  몇십만원을 들여서 하는데 진짜  성의가 없었다는 느낌이 들었습니다   
진짜 치과는 여기저기 잘 알아보고 가아할듯요 ..다신 안갈거 같네요  이전에 건너편에서 사랑니 뺏을땐  의사쌤도 간호쌤도 다 친절했는데 말이죠..  내용 더보기",11.23.목,1번째 방문
1,면목서울치과의원,1137778223,빼로데이,굿 친절하세용 ㅎㅎ 치위생사님이 꼼꼼하게 잘봐주고 좋아용 ㅎㅎ,10.6.금,2번째 방문
2,면목서울치과의원,1137778223,hya602,충치치료랑 스케일링했는데 다들 너무 친절하세요♡,10.4.수,2번째 방문
3,면목서울치과의원,1137778223,유니0403,처음방문했는데 다들 친절하시고 특히 설명 잘해주셔서 좋았어요!!스케일링 하러 자주 와야겠어요ㅎㅎ,9.26.화,1번째 방문
4,면목서울치과의원,1137778223,불똥67,꼼꼼한 스케일링과 검진으로 충치 치료까지 잘 받고 갑니다! 완전 추천해요!!,9.26.화,1번째 방문
5,면목서울치과의원,1137778223,오리온잘이,이사와서 치과 처음인데 너무 친절하게 잘 설명해주셨어요 좋아요,9.23.토,1번째 방문
6,면목서울치과의원,1137778223,cat****,"정기 검진 하러 내원 했어요
항상 선생님들 친절하시고 너무 좋아요",9.6.수,5번째 방문
7,면목서울치과의원,1137778223,hde****,사랑니 발치했는데 원장님이 친절하고 아프지 않게 잘 해주셨어요 직원분들도 친절하게 응대해 주셨고 병원 시설도 매우 좋아요,9.5.화,1번째 방문
8,면목서울치과의원,1137778223,svryu,"작년에 어머님께서 임플란트 치료를 받으시고, 치료에 매우 만족하셔서 추천받아서 방문했습니다. 사랑니 발치를 하기위해 왔는데, 직원분들 친절하시고 원장님께서 아프지 않게 잘 치
료해주셨네요.  정말 감사드립니다.내용 더보기",9.1.금,2번째 방문
9,면목서울치과의원,1137778223,shalom530,"간호사샘세분중  두분 왼지모르게 불편합니다 두분간호사  치료받으러가는동안 웃는모습 한번도 못봣습니다 나머지 한분간호사 친절하시고 늘웃으시고  저갈때그분만계시길바랏는데 
안계실때도 잇어서 아쉽 윈장님 옆에서보조해주는간호사중 한분은  늘  뮐 물어보면 단답형대답 목소리에 감정전혀없고 은행상담윈처럼 목소리톤변화없이 결론적대답 늘 ㅠ 홀대받은
느낌 울고싶어요 제가 여길와서 ㅜ 비싼치료하면서 ㅜ내용 더보기",8.30.수,4번째 방문
0,면목성심외과의원,12031504,시티엠,"기다리지 않고 바로 진료 가능해요
의사선생님이 친절하세요",10.26.목,3번째 방문
1,면목성심외과의원,12031504,YOUBEE,"간호사 선생님 부터 의사선생님까지 진짜 진짜 너무 친절하시고 좋으세요ㅠㅠㅠ❤️ 진짜 걱정 많이 했는데 안심 시켜주시고 과잉진료 하나 없이 빠르지만 꼼꼼하게 잘 봐주셔서 빠르게 진료 받고 갑니다🥹
아! 1층 약국도 진짜 진찌 친절하시고 좋아요!",8.14.월,1번째 방문
2,면목성심외과의원,12031504,킹콩공주3,좋아요 ,8.9.수,1번째 방문
3,면목성심외과의원,12031504,BB741,좋아요,8.2.수,2번째 방문
4,면목성심외과의원,12031504,nmy9814,다들 친절해서 좋아용^~,5.17.수,10번째 방문
5,면목성심외과의원,12031504,nmy9814,물리치료하고 나면 시원해서 좋아용^~,5.16.화,9번째 방문
6,면목성심외과의원,12031504,nmy9814,친절해요,5.15.월,8번째 방문
7,면목성심외과의원,12031504,BB741,좋아요,5.12.금,1번째 방문
8,면목성심외과의원,12031504,자뻑아줌마,굿,4.17.월,6번째 방문
9,면목성심외과의원,12031504,zxc****, ,3.22.수,6번째 방문
0,면목의원,19512774,애교로승부,쏘쏘,21.6.4.금,1번째 방문
1,면목의원,19512774,ise****, ,21.10.6.수,1번째 방문
0,면목팔팔365의원,1907835598,jang16k,친절해요,11.22.수,1번째 방문
1,면목팔팔365의원,1907835598,돈까스녀,꼼꼼하게 잘 봐주시는 듯,11.18.토,1번째 방문
2,면목팔팔365의원,1907835598,yourmood12,후기좋아서 가봣는데 괜찮네요 ,11.18.토,1번째 방문
3,면목팔팔365의원,1907835598,gks****,갑자기 아팟는데 야간진료 병원찾다가 갓어요 친절하셔서 맘에들어용,11.17.금,1번째 방문
4,면목팔팔365의원,1907835598,프리랜서 강사의 퇴근 후 일상,병원깔끔하고 좋음 ,11.17.금,1번째 방문
5,면목팔팔365의원,1907835598,han****,야간진료 넘 편하고 좋음,11.15.수,1번째 방문
6,면목팔팔365의원,1907835598,하트265,친절해요 ,11.15.수,1번째 방문
7,면목팔팔365의원,1907835598,팬사랑서울43,친절해요,11.13.월,1번째 방문
8,면목팔팔365의원,1907835598,kjk****,독감접종 헸습니다 ,11.12.일,1번째 방문
9,면목팔팔365의원,1907835598,god****,깔끔하고 병원 좋네요,11.12.일,1번째 방문
0,면목한의원,1307716476,긍정973,친절해요 ,9.16.토,1번째 방문
1,면목한의원,1307716476,jwa****,상담 친절하고 관리 꼼꼼하게 해주세요. 좋은 효과 기대해보겠습니다.,8.23.수,1번째 방문
2,면목한의원,1307716476,놀란토깽이,잘해요,8.22.화,1번째 방문
3,면목한의원,1307716476,전지영96,직원분들이 너무 친절하시고 시술전후 설명도 너무너무 잘해주셔서 믿음이갔어요!! 만족스러워용🫶🫶,8.21.월,1번째 방문
4,면목한의원,1307716476,히릿4,ㅎ,8.19.토,3번째 방문
5,면목한의원,1307716476,hye****,친절해요,8.14.월,1번째 방문
6,면목한의원,1307716476,네이트픽,근처에 있는 피부과는 뷰티 전용인 건지 일반 피부 질환은 예약 아니면 안 받는다고 해서 여기도 긴가민가 하고 왔는데 여기는 진료를 해줘서 좋았어요~ 병원인데 진료를 해줘야 하는 거에 좋아해야 하는 다른 상봉의 피부과들 진짜 별로네요...,8.4.금,1번째 방문
7,면목한의원,1307716476,성스러운 청솔새,잘 이용중입니다 ,8.2.수,1번째 방문
8,면목한의원,1307716476,히릿4,ㅎ,7.26.수,2번째 방문
9,면목한의원,1307716476,히릿4,ㅎ,7.10.월,1번째 방문
0,면목현안과의원,11601811,금꽃돼지맘44,.,11.16.목,9번째 방문
1,면목현안과의원,11601811,미스테리걸,친절해요,11.8.수,1번째 방문
2,면목현안과의원,11601811,술렁이,ㅇ,11.2.목,5번째 방문
3,면목현안과의원,11601811,금꽃돼지맘44,.,10.30.월,8번째 방문
4,면목현안과의원,11601811,금꽃돼지맘44,...,10.12.목,7번째 방문
5,면목현안과의원,11601811,gbr****,친절하고 매달 다녀요,9.14.목,9번째 방문
6,면목현안과의원,11601811,꽃돼지666,좋아요,9.5.화,2번째 방문
